FileNo,APINo,SpudDate,completion mo,CurrentWellName,CurrentOperator,Wellbore,WellType,WellStatus,Latitude,Longitude
15970,33011012830000,1/5/06,2/1/06,NDBIS022410  2554,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.11466403,-104.0202239
15947,33011012620000,11/12/05,2/1/06,NDBIS022419  2618,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.0829338,-104.0128425
15697,33011011680000,12/9/05,2/1/06,CEDAR CREEK  12-35-97H,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,IA,46.12694975,-104.0304726
15939,33011012570000,12/20/05,2/1/06,CHSU  13C-10SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.18117954,-103.9283136
16020,33011013120000,1/24/06,2/1/06,LMPU  76,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.02017479,-103.9619987
16022,33011013140000,1/16/06,2/1/06,LMPU  78,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.00686211,-103.9289446
15883,33053026660000,12/22/05,2/1/06,BENCH  1-5H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,AB,47.83723523,-103.7555693
15943,33023004770000,12/31/05,3/1/06,ROGERS  1-11H,"ARMSTRONG OPERATING, INC.",HORIZONTAL,OG,A,48.69300007,-103.3001599
16014,33011013060000,1/20/06,3/1/06,LMPU  70,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.06298164,-103.962377
15960,33011012740000,11/10/05,3/1/06,NDBIS023348B  2620,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.07532413,-104.0224096
15971,33011012840000,1/6/06,3/1/06,NDBIS022410  2599,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.1122362,-104.0124075
15961,33011012750000,12/1/05,3/1/06,NDBIS023348A  2622,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,IA,46.07597779,-104.0337601
16061,33075013560000,1/23/06,3/1/06,B. W. LAUGHLIN  18-9,BERENERGY CORPORATION,VERTICAL,OG,A,48.50758565,-101.1711864
15912,33011012560000,1/7/06,3/1/06,LMPU  58,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.04611725,-103.9531558
15867,33011012340000,12/18/05,3/1/06,LMPU  63,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,45.99919972,-103.9283099
16087,33023004880000,1/20/06,3/1/06,ERICKSON  1-27H,"JAYHAWK ENERGY, INC.",HORIZONTAL,OG,IA,48.99688412,-103.2463008
16030,33105015510000,12/15/05,3/1/06,VIOLET OLSON  31-29H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.31235957,-103.054091
15948,33011012630000,11/15/05,3/1/06,NDBIS022419  2621,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.08259822,-104.022795
15958,33011012720000,11/19/05,3/1/06,NDBIS023348A  2616,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.08981481,-104.0334564
15956,33011012700000,11/16/05,3/1/06,NDBIS022419  2613,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.08925655,-104.0125855
15957,33011012710000,11/18/05,3/1/06,NDBIS022419  2614,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.09031502,-104.0221301
15959,33011012730000,11/11/05,3/1/06,NDBIS022419  2619,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.07583847,-104.0118625
16011,33061004940000,1/6/06,3/1/06,H. JUMA  1-9H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.34382243,-102.6351742
16072,33013013470000,1/18/06,3/1/06,ORMISTON UNIT  1,CORNERSTONE NATURAL RESOURCES LLC,HORIZONTAL,OG,A,48.83807222,-102.3154702
15953,33011012670000,1/8/06,3/1/06,CHSU  24C-3SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19267129,-103.9216984
8922,33105009590000,1/5/87,3/1/06,O. M. SEEL FEDERAL  1,"CONTINENTAL RESOURCES, INC.",VERTICAL,OG,IA,48.02816608,-103.9515485
14251,33011007980000,10/11/97,3/1/06,CHSU BUCHHOLZ  14-3 SWD 05,"DENBURY ONSHORE, LLC",HORIZONTAL,SWD,A,46.106055,-103.802412
15914,33053026680000,1/16/06,3/1/06,RIPKEN JR  1-7H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.8204564,-103.7759151
16013,33011013050000,1/18/06,3/1/06,LMPU  69,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.06774277,-103.9694685
15946,33011012610000,12/11/05,3/1/06,NDBIS022419  2617,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.0966636,-104.0327897
15982,33011012950000,1/3/06,3/1/06,NDBIS022410  2610,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.09740664,-104.0444147
15963,33011012770000,12/5/05,3/1/06,NDBIS023348A  2624,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,IA,46.0827907,-104.0447374
15962,33011012760000,12/3/05,3/1/06,NDBIS023348A  2623,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,AB,46.08240674,-104.0334169
15955,33011012690000,11/28/05,3/1/06,NDBIS022410  2611,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.09070054,-104.0448554
15945,33011012600000,12/12/05,3/1/06,NDBIS022419  2615,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.09707994,-104.0230724
15975,33011012880000,12/20/05,3/1/06,NDBIS022419  2603,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.10445527,-104.0230132
15728,33105015310000,11/2/05,3/1/06,IVA  1-6H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.02348936,-103.7969509
16051,33075013550000,1/8/06,3/1/06,MARTHA THOMPSON  18-1,BERENERGY CORPORATION,VERTICAL,OG,A,48.51459142,-101.1711381
16023,33011013150000,1/10/06,3/1/06,LMPU  79,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.03974189,-103.947051
15868,33011012350000,12/16/05,3/1/06,LMPU  64,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,45.99762126,-103.9215066
15906,33011012540000,1/8/06,3/1/06,LMPU  59,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.0430337,-103.952478
15898,33011012500000,1/5/06,3/1/06,LMPU  66,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,AB,45.98637666,-103.910348
15869,33011012360000,12/20/05,3/1/06,LMPU  65,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,AB,45.98767816,-103.9138086
16025,33011013170000,1/12/06,3/1/06,LMPU  81,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,45.99564262,-103.9272269
15844,33053026600000,1/9/06,3/1/06,LINK  13-2HA,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,TA,47.84064479,-103.7105218
15937,33033002690000,10/22/05,3/1/06,BR  14-5H,FH PETROLEUM CORP.,HORIZONTAL,OG,A,47.1393401,-103.771278
16016,33011013080000,1/22/06,3/1/06,LMPU  72,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.055617,-103.9585408
15816,33011012100000,12/13/05,3/1/06,LMPU  42,REMUDA ENERGY DEVELOPMENT LLC,VERTICAL,GASD,A,46.03286117,-103.9539244
15997,33011013000000,12/12/05,3/1/06,CHSU  33C-4SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19617984,-103.9382295
15998,33011013010000,1/6/06,3/1/06,CHSU  33C-4NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19582337,-103.9376262
15952,33011012660000,1/15/06,3/1/06,CHSU  13C-4NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19571094,-103.9476956
15951,33011012650000,12/15/05,3/1/06,CHSU  13C-4SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19601806,-103.9483517
16146,33023004910000,2/17/06,3/1/06,KEARNEY  4-25H,"JAYHAWK ENERGY, INC.",HORIZONTAL,OG,A,48.99741383,-103.2226101
15682,33007015100000,11/24/05,3/1/06,KORDON  11-32,WHITING OIL AND GAS CORPORATION,DIRECTIONAL,GASC,PA,47.15989326,-103.3822825
5655,33053006470000,6/29/75,3/1/06,FEDERAL     1-25,SM ENERGY COMPANY,VERTICAL,OG,PA,47.779378,-103.941833
15687,33023004700000,12/4/05,3/1/06,SPYGLASS  8-2,KAISER-FRANCIS OIL COMPANY,VERTICAL,OG,A,48.95618613,-103.7003076
9774,33053015960000,9/5/82,3/1/06,WAHLSTROM  1-10,"LANDTECH ENTERPRISES, LLC",VERTICAL,SWD,A,47.91879787,-103.7193966
1317,33053001870000,11/18/56,3/1/06,HAWKEYE-MADISON UNIT     F-604,"HESS BAKKEN INVESTMENTS II, LLC",VERTICAL,SWD,A,47.953983,-102.873541
15936,33007015280000,1/28/06,4/1/06,TRACY MOUNTAIN UNIT  1-16,"CONTINENTAL RESOURCES, INC.",VERTICAL,OG,TA,46.76677514,-103.4367904
15940,33011012580000,1/16/06,4/1/06,CHSU  13C-10NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.18112507,-103.9275279
16070,33053026860000,1/23/06,4/1/06,SHEFFIELD  1-30H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,IA,47.78974081,-103.6666854
15995,33011012980000,2/3/06,4/1/06,CHSU  22C-34NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.2142899,-103.9222412
15173,33011009400000,8/4/01,4/1/06,RICHARD     G-28H,LUFF EXPLORATION COMPANY,HORIZONTAL,SWD,A,46.056499,-103.438845
16033,33007015350000,1/3/06,4/1/06,CHRUSZCH  11X-20,XTO ENERGY INC.,HORIZONTAL,OG,A,47.10958021,-103.2627903
15996,33011012990000,2/9/06,4/1/06,CHSU  21D-35SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.21668007,-103.8997768
16040,33007015390000,12/19/05,4/1/06,BR  14-19H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.09558943,-103.6645425
16035,33105015520000,1/18/06,4/1/06,LEANN RAE  28-33H,MUREX PETROLEUM CORPORATION,HORIZONTAL,OG,A,48.38632701,-102.9528706
16008,33011013040000,2/14/06,4/1/06,CHSU  42C-34NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.21370686,-103.9131991
16000,33011013030000,2/10/06,4/1/06,CHSU  31C-9NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.18812623,-103.9385397
15999,33011013020000,3/10/06,4/1/06,CHSU  31C-9SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.18824688,-103.9393087
9655,33053015570000,8/31/82,4/1/06,SCHULTZ  1,VANGUARD OPERATING LLC,VERTICAL,OG,A,47.65732942,-103.455636
16068,33061004950000,1/3/06,4/1/06,BARTLESON  44-1H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.00788703,-102.5147223
16099,33105015610000,2/14/06,4/1/06,GAMMA-STATE  16-15,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.15493766,-103.5470192
15934,33007015270000,11/18/05,4/1/06,ZABOLOTNY  4D-4-2H,"PETRO-HUNT, L.L.C.",HORIZONTAL,OG,PA,47.31416825,-103.0969215
16107,33053026920000,3/3/06,4/1/06,LEWIS  1-36H,"ZAVANNA, LLC",HORIZONTAL,OG,IA,47.94863023,-103.9459037
15916,33061004910000,2/6/06,4/1/06,MANITOU  4-1H,MISSOURI RIVER ROYALTY CORPORATION,HORIZONTAL,OG,A,48.28200014,-102.7820233
16135,33053027010000,2/25/06,5/1/06,LM  2,"MBI OIL & GAS, LLC",HORIZONTAL RE-ENTRY,OG,A,47.99048705,-103.2121179
15774,33053026440000,10/19/05,5/1/06,BREDWICK  34-28,TRUE OIL LLC,DIRECTIONAL,OG,IA,47.60396122,-103.5507371
7794,33053011230000,4/26/81,5/1/06,MILE BUTTE  31-13,"ENDURO OPERATING, LLC",VERTICAL,OG,A,47.50817937,-103.7331909
13375,33007012880000,6/3/92,5/1/06,ARDENE     34-8,"CONTINENTAL RESOURCES, INC.",VERTICAL,WS,A,46.775603,-103.4498
16089,33023004890000,1/24/06,5/1/06,NORDSTOG  14-23-161-98H,SM ENERGY COMPANY,HORIZONTAL,OG,A,48.76456428,-103.3579341
16100,33007015460000,2/21/06,5/1/06,XAVIER  1-10H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,47.05114958,-103.2145801
16133,33053026990000,3/10/06,5/1/06,HODGES  1-1H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.83689585,-103.8001383
16149,33011013400000,3/6/06,5/1/06,CHSU  44D-29NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22091376,-103.9526666
15920,33053026710000,1/10/06,5/1/06,MONDAK FEDERAL  4-1H,SM ENERGY COMPANY,HORIZONTAL,OG,A,47.67295,-104.0069515
16078,33023004860000,1/3/06,5/1/06,SPYGLASS  3-8,KAISER-FRANCIS OIL COMPANY,VERTICAL,OG,A,48.96214384,-103.6913322
16049,33013013460000,2/28/06,5/1/06,PARADOX  43-36-163-91H,CORNERSTONE NATURAL RESOURCES LLC,HORIZONTAL,OG,IA,48.89805217,-102.4174014
16063,33033002770000,1/12/06,5/1/06,BR  41-13H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.12201567,-103.669636
16093,33011013200000,1/30/06,5/1/06,PAUL WHITE  1-35H,LUFF EXPLORATION COMPANY,HORIZONTAL RE-ENTRY,OG,A,45.94878917,-103.392197
16007,33007015300000,3/27/06,5/1/06,ZABOLOTNY  3C-3-5,"PETRO-HUNT, L.L.C.",VERTICAL,OG,A,47.3159604,-103.0915725
10479,33007009640000,11/3/83,5/1/06,KORDONOWY FRYBURG  34-31,"MISSOURI BASIN WELL SERVICE, INC.",VERTICAL,OG,PA,47.06961676,-103.1460709
15989,33025005710000,1/25/06,5/1/06,FRANCHUK  44-5H,OXY USA INC.,HORIZONTAL,OG,A,47.14061394,-102.9912089
16121,33011013280000,4/22/06,5/1/06,CHSU  13C-29NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22454139,-103.9680134
16002,33007015290000,3/31/06,5/1/06,MILLER  10C-1-2,"PETRO-HUNT, L.L.C.",VERTICAL,OG,A,47.30338422,-103.0884495
16084,33053026880000,3/23/06,5/1/06,KINER  1-36H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,IA,47.84880605,-103.7981799
16164,33061004990000,4/11/06,5/1/06,PARSHALL  1-36H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,48.02407863,-102.1820234
16029,33007015330000,3/14/06,5/1/06,TRMU  12-12H,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,47.04663402,-103.4320177
16086,33105015580000,3/14/06,5/1/06,ERIN LYNN  3-10H,MUREX PETROLEUM CORPORATION,HORIZONTAL,OG,TA,48.35586507,-103.0016187
16041,33053026790000,3/17/06,5/1/06,STILETTO FEDERAL  1-29H,"SLAWSON EXPLORATION COMPANY, INC.",HORIZONTAL,OG,A,47.61488133,-103.9494691
16156,33011013460000,4/4/06,5/1/06,CHSU  41D-32SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.21719576,-103.9505295
16150,33011013410000,3/31/06,5/1/06,CHSU  44C-29SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22128755,-103.953244
16167,33013013510000,4/14/06,5/1/06,WAHLUND  1,CORNERSTONE NATURAL RESOURCES LLC,HORIZONTAL,OG,IA,48.76435775,-102.3499372
16175,33053027120000,4/7/06,6/1/06,CLARK  1-35H,"ZAVANNA, LLC",HORIZONTAL,OG,A,47.94861435,-103.9674425
12558,33007011620000,12/10/88,6/1/06,CROOKED CREEK STATE  31-16,XTO ENERGY INC.,HORIZONTAL RE-ENTRY,OG,PA,47.12075822,-103.610427
16075,33007015440000,3/22/06,6/1/06,GAWRYLOW  44X-30,XTO ENERGY INC.,HORIZONTAL,OG,A,47.08256878,-103.1402206
16092,33061004970000,3/14/06,6/1/06,SATTERTHWAITE  14-6H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.09683783,-102.5673187
15855,33007015200000,11/17/05,6/1/06,MOSSER  14-22H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.18257868,-103.6017527
16120,33011013270000,3/18/06,6/1/06,CHSU  13C-29SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22463799,-103.9672336
16206,33075013590000,5/13/06,6/1/06,ZARGON TRURO TMU  20 HZ,ZARGON OIL (ND) INC.,HORIZONTAL,OG,A,48.65379335,-101.5190107
15857,33033002630000,2/27/06,6/1/06,PETERSON  41-24H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.19620738,-103.7932975
16144,33011013370000,3/18/06,6/1/06,KAY  11-20SH,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.16026189,-103.9681853
16160,33061004980000,3/21/06,6/1/06,NELSON  1-11H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,TA,48.53077511,-102.6663559
16080,33105015560000,2/20/06,6/1/06,BLMU  L-08H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.26777655,-102.9479486
15619,33007015070000,7/14/04,6/1/06,POLENSKY  1 SWD,"MBI OIL & GAS, LLC",HORIZONTAL RE-ENTRY,SWD,A,47.08370145,-103.0456435
16190,33053027170000,5/2/06,6/1/06,DAVIS  1-31H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,AB,47.85112789,-103.7750641
16123,33011013300000,4/18/06,6/1/06,CHSU  22D-5NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19963473,-103.9627533
16143,33011013360000,2/16/06,6/1/06,KAY  11-20NH,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.16029108,-103.9689278
16220,33013013530000,5/15/06,6/1/06,NELSON UNIT  1,CORNERSTONE NATURAL RESOURCES LLC,HORIZONTAL,OG,A,48.89355479,-102.4452524
15648,33053026070000,8/31/04,6/1/06,LYNN  2,"MBI OIL & GAS, LLC",VERTICAL,OG,A,48.0581842,-103.6428142
15769,33053026410000,8/28/05,6/1/06,BURLINGTON NORTHERN  31-27A,TRUE OIL LLC,DIRECTIONAL,WS,AB,47.61537288,-103.5299686
16122,33011013290000,3/4/06,6/1/06,CHSU  22C-5SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19999438,-103.9633517
16076,33053026870000,4/23/06,6/1/06,STATE FEDERAL  44X-16,XTO ENERGY INC.,HORIZONTAL,OG,A,47.54800771,-103.9286238
16097,33013013480000,5/10/06,6/1/06,MANCAL BURKE  E-32H-164N-89W,MANCAL RESOURCES CORPORATION,HORIZONTAL,OG,A,48.98191039,-102.2448803
14775,33023004390000,11/16/97,7/1/06,PLUMER-LUNDQUIST  25-2,NEWFIELD PRODUCTION COMPANY,VERTICAL,OG,A,48.74906894,-103.4714708
16173,33105015640000,4/30/06,7/1/06,FIELD 18-19  1 H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.16735049,-103.7204974
16161,33053027060000,3/15/06,7/1/06,CARMONA  31-1H,SINCLAIR OIL AND GAS COMPANY,HORIZONTAL,OG,A,47.5010925,-103.2371756
16172,33007015530000,5/6/06,7/1/06,NATALIE  1-2H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,47.14045104,-103.1991766
16168,33061005000000,5/12/06,7/1/06,ENGET  4-11H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.45840055,-102.7100506
16183,33011013480000,4/17/06,7/1/06,KAY  13-20SH,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.15293592,-103.9690265
16155,33011013450000,5/5/06,7/1/06,CHSU  41D-32NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.2166497,-103.9504703
16182,33105015650000,5/8/06,7/1/06,20401 JV-P NDCA  7,"ENDURO OPERATING, LLC",VERTICAL,OG,TA,48.49844703,-102.9587581
16124,33023004900000,4/13/06,7/1/06,STROM  25-36-163-99H,SAMSON RESOURCES COMPANY,HORIZONTAL,OG,A,48.90966457,-103.46704
16052,33105015540000,5/10/06,7/1/06,FRED  1-33H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,IA,48.12500125,-103.8186641
15965,33011012790000,5/14/06,7/1/06,NDBIS023117A  2626,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.122246,-104.0427065
15966,33011012800000,5/16/06,7/1/06,NDBIS023117A  2627,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.12565965,-104.044785
16184,33011013490000,5/25/06,7/1/06,KAY  13-20NH,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.15238749,-103.9690265
16186,33105015660000,5/16/06,7/1/06,ANGIE MARIE  13-24H,MUREX PETROLEUM CORPORATION,HORIZONTAL,OG,A,48.34083964,-102.9600839
16098,33105015600000,4/14/06,7/1/06,FERGUSON SMITH  1-30H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.21250234,-102.9427904
15979,33011012920000,5/17/06,7/1/06,NDBIS023117A  2607,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.11974659,-104.0450079
15841,33053026590000,5/20/06,7/1/06,KINGMAN  1-12H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.81852836,-103.7952706
14974,33053025350000,8/13/00,7/1/06,MONDAK FEDERAL  16-28XHR,SM ENERGY COMPANY,HORIZONTAL RE-ENTRY,OG,A,47.60827497,-103.9297908
16162,33053027070000,4/1/06,7/1/06,KODIAK GRIZZLY  13-6H,"EMERALD OIL, INC",HORIZONTAL,OG,IA,47.57890539,-103.9865341
16058,33007015430000,2/17/06,7/1/06,TRACY MOUNTAIN UNIT  1-15,"CONTINENTAL RESOURCES, INC.",VERTICAL,OG,IA,46.77297928,-103.4129469
15967,33011012810000,5/11/06,7/1/06,NDBIS023117A  2628,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.12662236,-104.0334687
15973,33011012860000,5/13/06,7/1/06,NDBIS022408A  2601,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.11893892,-104.0334171
893,33009000720000,6/15/55,7/1/06,NEWBURG-SPEARFISH-CHARLES UNIT     N-706,"ENDURO OPERATING, LLC",VERTICAL,SWD,A,48.750259,-100.919589
16237,33009021140000,6/4/06,7/1/06,ZARGON HMU PEARSON  12 HZ,ZARGON OIL (ND) INC.,HORIZONTAL,OG,A,48.93453486,-101.4096356
90113,33009901130000,5/26/06,7/1/06,RACKE  WSW,"ENDURO OPERATING, LLC",VERTICAL,WS,A,48.79972146,-101.4823763
15944,33011012590000,5/7/06,7/1/06,NDBIS022410  2598,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.11836813,-104.0113989
15976,33011012890000,5/9/06,7/1/06,NDBIS022408B  2604,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.1116998,-104.0228211
15978,33011012910000,5/10/06,7/1/06,NDBIS022408B  2606,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.1130222,-104.033125
15972,33011012850000,5/5/06,7/1/06,NDBIS023117B  2600,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.11955444,-104.0225804
16180,33025005790000,5/2/06,7/1/06,MARLIN  24-12H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.474411,-102.7266228
16036,33007015360000,3/1/06,7/1/06,FEDERAL  16-8H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.21349575,-103.374332
15977,33011012900000,5/23/06,7/1/06,NDBIS022408B  2605,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.10557741,-104.03335
15980,33011012930000,5/23/06,7/1/06,NDBIS022408B  2608,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.10943383,-104.0444002
15981,33011012940000,5/21/06,7/1/06,NDBIS022410  2609,FIDELITY EXPLORATION & PRODUCTION COMPANY,VERTICAL,GASD,A,46.10424518,-104.0446794
16151,33011013420000,5/2/06,8/1/06,CHSU  24C-29NH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22036734,-103.9639803
12938,33007012250000,7/29/90,8/1/06,SAMANTHA SHAPIRO  9-1 (H),XTO ENERGY INC.,HORIZONTAL,OG,PA,47.13726263,-103.4939593
16219,33007015620000,5/18/06,8/1/06,TRACY MOUNTAIN  2-16,"CONTINENTAL RESOURCES, INC.",VERTICAL,OG,A,46.76203857,-103.4225032
16039,33033002760000,3/27/06,8/1/06,FEDERAL  14-23H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.18282159,-103.7081953
16233,33061005010000,6/21/06,8/1/06,H. RICE  1-26H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.48749234,-102.796777
16152,33011013430000,5/22/06,8/1/06,CHSU  24C-29SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.22074112,-103.9645555
16126,33011013320000,6/15/06,8/1/06,CHSU  33C-5SH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19562619,-103.9593757
16125,33011013310000,6/11/06,8/1/06,CHSU  11B-29SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.23376189,-103.9681393
16127,33011013330000,5/20/06,8/1/06,CHSU  33C-5NH 16,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.19535307,-103.9586879
16028,33023004800000,11/26/05,8/1/06,PEDERSON  14-9H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,PA,48.95344806,-103.9383821
15932,33007015260000,6/25/06,8/1/06,DIAMOND FEDERAL C  1-31H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.99210678,-103.3955252
16202,33011013540000,6/27/06,8/1/06,KAY  24-20SH,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,46.14849377,-103.9654325
16131,33105015630000,3/9/06,8/1/06,BLMU  Q-20H,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.31102222,-102.9225379
16119,33011013260000,5/29/06,8/1/06,CHSU  31B-30SH 26,"DENBURY ONSHORE, LLC",HORIZONTAL,OG,A,46.2337768,-103.9774332
16117,33053026960000,6/16/06,8/1/06,TRACY FEDERAL  44X-4,XTO ENERGY INC.,HORIZONTAL,OG,A,47.57710506,-103.9282026
16276,33105015740000,6/26/06,8/1/06,ERICKSON 8-17  1 H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.18214679,-103.8330688
